team,season,week,off_plays,off_epa_per_play,off_success_rate,def_plays,def_epa_per_play_allowed,def_success_allowed,neutral_plays,neutral_pass_plays,neutral_pass_rate,league_neutral_pass_rate,proe,pace_plays,off_epa_per_play_4w,off_success_rate_4w,def_epa_per_play_allowed_4w,def_success_allowed_4w,pace_plays_4w,proe_4w,off_pass_attempts,off_rush_attempts,off_dropbacks
JAX,2003,15,80,-0.08086912096905355,0.4125,85,0.062077065597221065,0.4823529411764706,19,14,0.7368421052631579,0.5019556714471969,0.23488643381596097,80,-0.041665571351882105,0.4281422792323955,-0.11757070032073291,0.40829066444391526,86.25,0.00301041267926469,44,17,41
KC,2003,15,78,0.4511775805722081,0.6410256410256411,84,0.09252841349492602,0.5,12,8,0.6666666666666666,0.5019556714471969,0.16471099521946975,78,0.2369823694833456,0.5483545865898807,0.17826887109598313,0.49394588392855576,82.25,0.09226953265920847,35,27,32
LA,2003,15,82,0.12978388391002954,0.4878048780487805,90,0.0823424239961086,0.5333333333333333,30,16,0.5333333333333333,0.5019556714471969,0.03137766188613644,82,0.08225713923801987,0.503445917037707,-0.08256951317738848,0.47487183868762817,82.25,0.07811170772552149,37,29,33
LAC,2003,15,101,-0.03485740000206916,0.39603960396039606,80,0.21939643669366826,0.5375,23,13,0.5652173913043478,0.5019556714471969,0.0632617198571509,101,0.04837181855641968,0.41994363592985806,0.11622479947696263,0.4677343858667214,84.5,-0.06717398276256781,57,24,51
LV,2003,15,95,-0.0522639960131741,0.37894736842105264,82,-0.12455746264494225,0.43902439024390244,25,16,0.64,0.5019556714471969,0.13804432855280313,95,-0.11884682884624194,0.39842692465694235,-0.003648600119032043,0.45462789243277046,81.25,-0.1337204577425466,42,26,35
MIA,2003,15,91,0.12142027317312296,0.5494505494505495,78,0.2958604763620246,0.5,36,18,0.5,0.5019556714471969,-0.001955671447196883,91,-0.015971023211895724,0.4472738046267458,-0.007811489285852027,0.42136728733114276,82.75,-0.009303612392197458,44,28,42
MIN,2003,15,88,-0.030852942585871356,0.4659090909090909,72,-0.02272748997418215,0.4583333333333333,26,12,0.46153846153846156,0.5019556714471969,-0.04041720990873532,88,-0.07653394028915439,0.4412549959586042,-0.1015971190966186,0.4618821288028605,92.75,0.0046665271042660855,41,34,35
NE,2003,15,85,0.062077065597221065,0.4823529411764706,80,-0.08086912096905355,0.4125,37,22,0.5945945945945946,0.5019556714471969,0.09263892314739774,85,-0.05459858187009172,0.45116003516416314,-0.1674413059834014,0.3611027817119589,91.75,0.05450563552031136,37,33,36
NO,2003,15,82,0.2160400942933247,0.6097560975609756,78,-0.25119628908832203,0.44871794871794873,18,14,0.7777777777777778,0.5019556714471969,0.2758221063305809,82,0.022707357495300916,0.48175413495535446,-0.05968781116389929,0.45569641202171324,83.5,0.08692765231732814,40,27,39
NYG,2003,15,78,-0.25119628908832203,0.44871794871794873,82,0.2160400942933247,0.6097560975609756,2,0,0.0,0.5019556714471969,-0.5019556714471969,78,-0.21365169100228845,0.4145916372688261,0.04981636149226866,0.46375802889259465,72.25,-0.13095307806340223,31,26,29
NYJ,2003,15,75,-0.10441587655882617,0.30666666666666664,77,-0.16746636125706627,0.42857142857142855,29,10,0.3448275862068966,0.5019556714471969,-0.1571280852403003,75,-0.060496281791623696,0.3875511163220984,-0.058603680328838594,0.47451725905673275,74.25,-0.04485627257004503,26,34,25
PHI,2003,15,78,0.2958604763620246,0.5,91,0.12142027317312296,0.5494505494505495,39,24,0.6153846153846154,0.5019556714471969,0.11342894393741854,78,0.1724025603534573,0.4897352568167407,-0.008590327610356337,0.4845848595848596,80.25,0.06983363522331106,38,22,29
PIT,2003,15,77,-0.16746636125706627,0.42857142857142855,75,-0.10441587655882617,0.30666666666666664,37,18,0.4864864864864865,0.5019556714471969,-0.01546918496071037,77,-0.08346385805418172,0.43869527649769585,-0.136528283485856,0.39218227019160806,85.0,-0.009987050847375029,40,24,38
SEA,2003,15,90,0.0823424239961086,0.5333333333333333,82,0.12978388391002954,0.4878048780487805,12,6,0.5,0.5019556714471969,-0.001955671447196883,90,-0.00551412927177523,0.4752377377377377,0.004036288663150513,0.472369709560764,91.5,0.026855779745455582,42,27,38
SF,2003,15,82,0.30198886561417315,0.6829268292682927,81,0.25296101209070065,0.5185185185185185,22,10,0.45454545454545453,0.5019556714471969,-0.04741021690174235,82,0.03405605496139199,0.5011150601723362,0.060028879729701,0.46193004239515867,82.25,-0.033837693448017625,39,24,33
TB,2003,15,87,0.013303188375689176,0.47126436781609193,58,-0.17625894005398318,0.3103448275862069,17,6,0.35294117647058826,0.5019556714471969,-0.14901449497660862,87,-0.10244656222023368,0.4276750687346056,-0.18352608929833714,0.36208734099323686,85.0,0.015147013858067021,31,43,28
TEN,2003,15,101,-0.043311764816934196,0.42574257425742573,75,-0.037187224734414395,0.38666666666666666,41,24,0.5853658536585366,0.5019556714471969,0.08341018221133967,101,0.028372706648107565,0.4743466541224258,0.019531785667427085,0.45793643581921634,84.5,-0.02727910686559619,47,31,45
WAS,2003,15,73,-0.37027684989710635,0.3972602739726027,87,0.050013443356335514,0.4367816091954023,23,8,0.34782608695652173,0.5019556714471969,-0.15412958449067515,73,-0.05173365599378734,0.4215522882022805,0.007866881559841972,0.4544981973299065,83.5,-0.04282337980964025,31,25,28
ARI,2003,16,92,-0.13980376761545357,0.391304347826087,74,0.04209573087763014,0.5405405405405406,2,0,0.0,0.4764621968616263,-0.4764621968616263,92,-0.13157781898899074,0.4301510300039151,0.1157586926514452,0.4967060400092607,83.0,-0.12662041838059285,54,20,48
ATL,2003,16,74,0.12083565854974174,0.5135135135135135,87,0.04183955319629804,0.5287356321839081,13,4,0.3076923076923077,0.4764621968616263,-0.16876988916931857,74,-0.0808183636970779,0.43091383937128613,-0.013607464187504538,0.45512787765661333,80.75,0.08534641912972295,21,33,15
BAL,2003,16,81,0.053951110713566106,0.4074074074074074,83,-0.4197301533099837,0.3614457831325301,27,10,0.37037037037037035,0.4764621968616263,-0.10609182649125593,81,0.019106227395285974,0.44101271131758935,-0.23658188099505273,0.4008570704228858,80.5,-0.11626955748625369,25,40,21
BUF,2003,16,83,-0.41134475756307576,0.3855421686746988,81,-0.16042292089165963,0.30864197530864196,5,3,0.6,0.4764621968616263,0.1235378031383737,83,-0.09759308705679087,0.43140198953709574,-0.1347859704636992,0.36167832917233883,82.5,0.030571610604914437,37,27,34
CAR,2003,16,86,-0.1320714064449687,0.47674418604651164,63,-0.2495705438368922,0.38095238095238093,16,8,0.5,0.4764621968616263,0.023537803138373725,86,-0.08214631602218526,0.4489404086042984,-0.0635176862898443,0.45304578853590316,78.0,-0.03396898768568385,39,34,35
CHI,2003,16,94,0.06714487132427001,0.5106382978723404,66,0.11289328508902888,0.5303030303030303,39,13,0.3333333333333333,0.4764621968616263,-0.14312886352829296,94,-0.04106110922210046,0.43083939902948853,-0.07773461861161549,0.4647246720940751,86.25,-0.0036316057693545623,35,43,34
CIN,2003,16,71,-0.14179276719289532,0.4225352112676056,85,0.01954705907346532,0.4588235294117647,23,11,0.4782608695652174,0.4764621968616263,0.001798672703591131,71,0.034177537357552364,0.4706481759508615,0.10955778088225959,0.5278531042629483,76.75,-0.02516420868639685,32,24,32
CLE,2003,16,83,-0.4197301533099837,0.3614457831325301,81,0.053951110713566106,0.4074074074074074,28,14,0.5,0.4764621968616263,0.023537803138373725,83,-0.19776295724721016,0.422113843712001,0.04245196132818675,0.4590880065017996,75.0,0.004614650897954722,40,25,38
DAL,2003,16,75,-0.01627114709233863,0.44,76,-0.1409180730766631,0.35526315789473684,20,10,0.5,0.4764621968616263,0.023537803138373725,75,-0.06995791046328072,0.42661768401832106,-0.06098308997620139,0.43487075874642384,81.5,-0.0789579592875587,33,27,29
DEN,2003,16,89,0.15253714968971557,0.5280898876404494,59,-0.09600522630568344,0.4067796610169492,22,8,0.36363636363636365,0.4764621968616263,-0.11282583322526263,89,0.17205299707007393,0.514713304284489,-0.0020022711334600103,0.431171184799,89.25,-0.06310730690114194,21,53,17
DET,2003,16,63,-0.2495705438368922,0.38095238095238093,86,-0.1320714064449687,0.47674418604651164,14,4,0.2857142857142857,0.4764621968616263,-0.19074791114734058,63,-0.08605976237689983,0.41168244406196214,0.03739409794638363,0.4811399876322357,78.5,-0.07155664402334021,25,19,20
GB,2003,16,89,0.3460693430215924,0.47191011235955055,82,-0.10705679049777367,0.4146341463414634,15,6,0.4,0.4764621968616263,-0.07646219686162625,89,0.07965035918349742,0.4665500589540852,-0.11324325270103805,0.3961208185278458,86.25,0.03228457356787738,33,37,31
HOU,2003,16,73,-0.09810312255513778,0.4520547945205479,95,-0.0454135955598475,0.4842105263157895,38,27,0.7105263157894737,0.4764621968616263,0.2340641189278474,73,-0.1595756311168473,0.37726657219335535,-0.02196327721807352,0.4417533389175857,69.5,-0.05095515658186975,41,14,35
IND,2003,16,59,-0.09600522630568344,0.4067796610169492,89,0.15253714968971557,0.5280898876404494,9,3,0.3333333333333333,0.4764621968616263,-0.14312886352829296,59,0.07384181794395275,0.480772428740353,0.050238834736293245,0.5055362420905491,83.0,0.08113582355664858,29,11,25
JAX,2003,16,80,0.021405624220827736,0.475,83,0.020261964514744057,0.39759036144578314,36,8,0.2222222222222222,0.4764621968616263,-0.25423997463940406,80,-0.012364561677355881,0.436096824686941,-0.0889852158324633,0.39871389583100203,84.25,-0.03631085824837825,21,45,18
KC,2003,16,81,-0.07898577166880302,0.4691358024691358,87,0.18899018517212565,0.5517241379310345,10,4,0.4,0.4764621968616263,-0.07646219686162625,81,0.18360460632477218,0.5374334090020365,0.19452851226037604,0.5169343896756822,83.0,0.06645836274166654,41,23,39
LA,2003,16,85,0.01954705907346532,0.4588235294117647,71,-0.14179276719289532,0.4225352112676056,34,20,0.5882352941176471,0.4764621968616263,0.1117730972560208,85,0.10026084657742057,0.487832650454478,-0.08398182476229801,0.4653740625571612,80.0,0.057213767467659535,39,29,39
LAC,2003,16,83,0.05192016724927835,0.4819277108433735,83,0.21609156807937613,0.5301204819277109,4,1,0.25,0.4764621968616263,-0.22646219686162627,83,0.011222185707779745,0.41542556364070143,0.11078818805055947,0.4717598334514529,86.75,-0.0957629304578875,40,24,36
LV,2003,16,82,-0.10705679049777367,0.4146341463414634,89,0.3460693430215924,0.47191011235955055,8,7,0.875,0.4764621968616263,0.3985378031383737,82,-0.17659893159932383,0.387142932506676,0.049237415394993364,0.4444002923175299,80.0,0.03928373181703565,50,13,45
MIA,2003,16,81,-0.16042292089165963,0.30864197530864196,83,-0.41134475756307576,0.3855421686746988,12,5,0.4166666666666667,0.4764621968616263,-0.05979553019495959,81,-0.08058253254952541,0.4043044283240362,-0.14168316682964607,0.4041164658634538,83.75,0.024607439912482848,23,40,19
MIN,2003,16,87,0.18899018517212565,0.5517241379310345,81,-0.07898577166880302,0.4691358024691358,16,9,0.5625,0.4764621968616263,0.08603780313837373,87,0.02659469368347274,0.47733417858951094,-0.02522465637915278,0.4877026647859981,94.25,0.018125343636588645,34,36,32
NE,2003,16,68,-0.0071652809431616005,0.4264705882352941,88,-0.09787772673941575,0.4431818181818182,28,11,0.39285714285714285,0.4764621968616263,-0.08360505400448343,68,-0.02839667513778421,0.45251452432824985,-0.14270330002705772,0.38961975524475523,80.25,0.01847621163451546,26,23,26
NO,2003,16,83,0.020261964514744057,0.39759036144578314,80,0.021405624220827736,0.475,43,24,0.5581395348837209,0.4764621968616263,0.08167733802209465,83,0.011599039704895803,0.45615172531680026,-0.09102878610951477,0.4494464120217132,81.75,0.05204025500960534,43,26,39
NYG,2003,16,76,-0.1409180730766631,0.35526315789473684,75,-0.01627114709233863,0.44,16,7,0.4375,0.4764621968616263,-0.038962196861626275,76,-0.19184899844276826,0.40558133978598854,0.07951714523044932,0.46471547570110533,74.0,-0.14600035909205528,36,22,36
NYJ,2003,16,88,-0.09787772673941575,0.4431818181818182,68,-0.0071652809431616005,0.4264705882352941,25,15,0.6,0.4764621968616263,0.1235378031383737,88,-0.06144572011689406,0.38937221189319393,-0.0364453969453097,0.4703394515701017,76.75,-0.02463569645584092,53,23,48
PHI,2003,16,74,-0.10152551513778066,0.4864864864864865,93,-0.007829575171322073,0.45161290322580644,41,26,0.6341463414634146,0.4764621968616263,0.15768414460178837,74,0.11032880056818975,0.4863568784383623,-0.026721530322277986,0.4724880853913112,77.75,0.10255905067162278,37,17,32
PIT,2003,16,83,0.21609156807937613,0.5301204819277109,83,0.05192016724927835,0.4819277108433735,25,7,0.28,0.4764621968616263,-0.19646219686162625,83,0.012681524866877146,0.47435039697962356,-0.060144575491052676,0.4051373161820213,85.75,-0.04357599854269473,22,42,21
SEA,2003,16,74,0.04209573087763014,0.5405405405405406,92,-0.13980376761545357,0.391304347826087,13,7,0.5384615384615384,0.4764621968616263,0.06199934159991216,74,-0.01247682203744688,0.5015765765765766,-0.05016163271159729,0.4508264271479164,83.0,-0.014845056061752238,32,29,29
SF,2003,16,93,-0.007829575171322073,0.45161290322580644,74,-0.10152551513778066,0.4864864864864865,44,21,0.4772727272727273,0.4764621968616263,0.0008105304111010181,93,0.0754996773631238,0.5160453130058148,0.047702336686455564,0.4634217938869102,87.0,-0.02644179265848884,35,40,33
TB,2003,16,87,0.04183955319629804,0.5287356321839081,74,0.12083565854974174,0.5135135135135135,8,4,0.5,0.4764621968616263,0.023537803138373725,87,-0.05821810340989385,0.45081642358909324,-0.09628496383221574,0.39263963241509353,83.25,0.019891399496080653,53,21,50
TEN,2003,16,95,-0.0454135955598475,0.4842105263157895,73,-0.09810312255513778,0.4520547945205479,39,19,0.48717948717948717,0.4764621968616263,0.010717290317860895,95,0.018886276138442237,0.48069340334843197,0.03693774122388386,0.4638072773064962,87.0,-0.011454135146996475,36,35,35
WAS,2003,16,66,0.11289328508902888,0.5303030303030303,94,0.06714487132427001,0.5106382978723404,28,18,0.6428571428571429,0.4764621968616263,0.16639494599551663,66,-0.05454582287455522,0.44049168214167445,0.00014732027619469498,0.4620279016681214,78.0,-0.006128149317555939,31,16,28
ARI,2003,17,79,-0.025315765442126267,0.4177215189873418,77,-0.00862606817893114,0.4805194805194805,20,9,0.45,0.5012626262626263,-0.05126262626262629,79,-0.06478624367589529,0.41890976795970575,0.10185160866869827,0.511572752244394,86.0,-0.11787471777436805,48,17,42
ATL,2003,17,77,0.018565470689310852,0.4935064935064935,79,0.019106041261468292,0.4430379746835443,35,15,0.42857142857142855,0.5012626262626263,-0.07269119769119775,77,-0.04549782474569074,0.46679046274790953,0.010074777229377795,0.462554037994166,80.0,0.03833971996180882,29,33,23
BAL,2003,17,87,-0.23274758781884022,0.3103448275862069,78,-0.3280615015992693,0.3333333333333333,35,10,0.2857142857142857,0.5012626262626263,-0.2155483405483406,87,-0.06602125883584516,0.40526558488080777,-0.23867977295419518,0.38868478577869103,83.5,-0.15101074438865553,29,32,28
BUF,2003,17,86,-0.2613442211715115,0.3953488372093023,85,0.09645929644740883,0.5176470588235295,3,1,0.3333333333333333,0.5012626262626263,-0.16792929292929298,86,-0.1836360623652541,0.423468365506088,-0.06670348195599071,0.39519968291931706,80.0,-0.05823703661494775,50,20,47
CAR,2003,17,96,-0.12838323767542592,0.4166666666666667,88,-0.3378088233450187,0.3977272727272727,8,2,0.25,0.5012626262626263,-0.2512626262626263,96,-0.10397100421829877,0.4389095444067676,-0.18087656431942453,0.4241881330335109,81.75,-0.06268148105939218,38,32,36
CHI,2003,17,86,-0.1903434269587767,0.3488372093023256,83,0.1344451061327282,0.4939759036144578,11,5,0.45454545454545453,0.5012626262626263,-0.04671717171717177,86,-0.10039753289980877,0.41278554346033314,0.028997174595193582,0.47254700620664475,84.0,-0.023211784089695223,45,22,45
CIN,2003,17,90,0.02284405537793914,0.5333333333333333,73,0.18892577996592239,0.5616438356164384,39,23,0.5897435897435898,0.5012626262626263,0.08848096348096346,90,-0.0051627851546522975,0.4888499303368264,0.13743265226509915,0.5419199771455525,80.25,0.0060009203175172,45,25,38
CLE,2003,17,73,0.18892577996592239,0.5616438356164384,90,0.02284405537793914,0.5333333333333333,40,8,0.2,0.5012626262626263,-0.3012626262626263,73,-0.08494012492468711,0.44487774379258127,0.025123883900495206,0.4674213398351329,76.25,-0.05582861170652284,19,39,19
DAL,2003,17,92,-0.0589163445417139,0.41304347826086957,75,-0.009892564417796361,0.38666666666666666,41,27,0.6585365853658537,0.5012626262626263,0.1572739591032274,92,-0.051141595669414494,0.43048096322209267,-0.10143348377908826,0.39624330776603167,83.75,-0.034382460165957446,51,22,49
DEN,2003,17,81,-0.26264585835146326,0.35802469135802467,72,0.07551978525307015,0.4861111111111111,14,6,0.42857142857142855,0.5012626262626263,-0.07269119769119775,81,0.09370073673403592,0.4958861437906618,0.06157442563103927,0.4568085516178737,87.0,-0.03435643031148031,30,34,27
DET,2003,17,85,-0.06926746830796722,0.4470588235294118,82,-0.16505939513431078,0.4146341463414634,30,18,0.6,0.5012626262626263,0.09873737373737368,85,-0.08952794587545086,0.41332810232526745,0.03272114734434586,0.470600993353404,78.75,-0.05850718313509427,40,28,37
GB,2003,17,72,0.07551978525307015,0.4861111111111111,81,-0.26264585835146326,0.35802469135802467,19,7,0.3684210526315789,0.5012626262626263,-0.13284157363104737,72,0.13512220367830488,0.4738803058676654,-0.16505603371046307,0.3755079437483044,84.0,-0.03733547716075672,26,33,24
HOU,2003,17,62,-0.10122687887780954,0.4032258064516129,98,-0.027001009251174917,0.5102040816326531,24,12,0.5,0.5012626262626263,-0.0012626262626262985,62,-0.16597661973478445,0.37473969047292527,0.0019656417481921885,0.48180435932574905,66.25,-0.017787997350119017,25,20,23
IND,2003,17,98,-0.027001009251174917,0.5102040816326531,62,-0.10122687887780954,0.4032258064516129,39,23,0.5897435897435898,0.5012626262626263,0.08848096348096346,98,0.05629903041277039,0.487111327936395,-0.012209959281948665,0.4643673850614771,82.75,0.049302547456894386,43,39,39
JAX,2003,17,79,0.019106041261468292,0.4430379746835443,77,0.018565470689310852,0.4935064935064935,26,12,0.46153846153846156,0.5012626262626263,-0.039724164724164734,79,0.006654131985336116,0.44801910905550146,-0.046853259162732815,0.4266957823655201,82.5,-0.04641967269232068,35,26,33
KC,2003,17,83,0.1344451061327282,0.4939759036144578,86,-0.1903434269587767,0.3488372093023256,17,10,0.5882352941176471,0.5012626262626263,0.08697266785502078,83,0.18234914978768837,0.5373979731409451,0.13419561422081816,0.49570995706150456,82.5,0.10734742794010503,37,30,31
